,ID,Type,Language_1,Lexeme_1,Meaning_1,Direction,Language_2,Lexeme_2,Meaning_2
37675,shift2631, Polysemy,English,sting ,sting (n.),→,English,sting ,sensation of pain
37676,shift2631, Polysemy,Hungarian,csípni ,to sting,→,Hungarian,csípni ,to ache
37677,shift2631, Polysemy,Romanian,a înţepa,to jab,→,Romanian,a înţepa,to stab (pain)
37678,shift2631, Polysemy,Romanian,a înjunghia,"to stab (a sharp instrument), to stabber",→,Romanian,a înjunghia,to stab (pain)
37679,shift2631, Polysemy,Romanian,a împunge,to jab,→,Romanian,a împunge,to stab (pain)
37680,shift2631, Polysemy,Russian,колоть (kolot'),"to split, to cleave",→,Russian,колоть (kolot'),to stab
37681,shift2631, Polysemy,Sanskrit,todá,injection,→,Sanskrit,todá,"stitch, pang"
37682,shift2631, Polysemy,Serbian,цепати (cepati),to thrust (into),→,Serbian,цепати (cepati),to ache
37683,shift2631, Polysemy,Spanish,pinchar,to jab (with a needle etc),→,Spanish,pinchar,"to have a stitch, to feel a prick or a stab"
37684,shift2631, Polysemy,Spanish,punzar,to jab (with a needle etc),—,Spanish,punzar,"to stab, growing sometimes stronger (pain)"
37685,shift2631, Derivation,Tagalog,sundót,injection,→,Tagalog,sumundót,to stab (pain)
37686,shift2631, Polysemy,Turkish,tığlamak,"to stab, pierce (with a sharp pointed object like a needle)",→,Turkish,tığlamak,to feel acute pain (of a wound)
37687,shift2631, Polysemy,Veps,čopāta,to thrust (into),→,Veps,čopāta,to ache
37702,shift2632, Polysemy,Danish,stikke,to thrust (into),—,Danish,stikke,to sting
37703,shift2632, Polysemy,French,piquer,to jab (with a needle etc),—,French,piquer,to bite
37704,shift2632, Polysemy,German,stechen,"to jab, to pierce",—,German,stechen,to bite (insect)
37705,shift2632, Polysemy,Icelandic,stinga,to thrust (into),—,Icelandic,stinga,to sting
37706,shift2632, Polysemy,Jarawara,ita,to pierce,—,Jarawara,ita,to sting
37707,shift2632, Polysemy,Latin,"pungo, -ere",to jab,—,Latin,"pungo, -ere",to bite
37708,shift2632, Polysemy,Norwegian,stikke,to thrust (into),—,Norwegian,stikke,to sting
37709,shift2632, Polysemy,Romanian,a înţepa,to jab,—,Romanian,a înţepa,to bite (insect)
37710,shift2632, Polysemy,Turkish,sokmak,"to jab, to stab",—,Turkish,sok-,"to bite (wasp, snake, ect)"
37720,shift2633, Cognates,Gothic,swaran,to swear,→,Old English,andswaru,to respond
37721,shift2633, Derivation,Latin,"spondeo, -ere",to take an oath,→,Latin,"respondeo, -ere",to respond
37724,shift2634, Polysemy,Russian,зёрнышко (zërnyško),"grain, seed",→,Russian,зёрнышко (zërnyško),blemish
37725,shift2634, Polysemy,Russian,žito,corn,→,Russian,žito,"pimple, blotch on the domestic animal tongue"
37726,shift2634, Polysemy,Turkish,tane,"grain, seed",→,Turkish,tane,"rash, eruption"
37730,shift2635, Polysemy,Spanish,pepita,"grain, seed",→,Spanish,pepita,pip (med.)
37732,shift2636, Polysemy,Russian,zërnyško,"grain, seed",→,Russian,zërnyško,sty
37733,shift2636, Polysemy,Russian,žitina,corn,→,Russian,žitina,sty
37734,shift2637, Polysemy,Armenian,cux (ծուխ),smoke,→,Armenian,cux (ծուխ),"(figurative) household, family, hearth, home"
37735,shift2637, Polysemy,Batsbi,ḳur,smoke,→,Batsbi,ḳur,family (house from where the smoke is coming out)
37736,shift2637, Polysemy,Romanian,fum,smoke,→,Romanian,fum,"home, yard, household"
37737,shift2637, Derivation,Spanish,humo,smoke,→,Spanish,humos,"home, fireside, Penates"
37742,shift2638, Polysemy,Ancient Greek,τῦφος,smoke,→,Ancient Greek,τῦφος,arrogance
37743,shift2638, Polysemy,Romanian,fum,smoke,→,Romanian,fum,arrogance
37744,shift2638, Polysemy,Spanish,humo,smoke,→,Spanish,humo,arrogance
37748,shift2639, Polysemy,Romanian,fum,smoke,→,Romanian,fum,inebriety (metaphoric)
37750,shift2640, Derivation,Romanian,fund,bottom,→,Romanian,fundac,pochard
37752,shift2641, Polysemy,Burmese,лэ'мá,thumb,→,Burmese,лэ'мá,inch
37753,shift2641, Polysemy,Dutch,duim,thumb,→,Dutch,duim,length unit
37754,shift2641, Polysemy,French,pouce,thumb,→,French,pouce,inch
37755,shift2641, Polysemy,Geez,ʔaṣbāʕ(ə)t,"finger, toe",→,Geez,ʔaṣbāʕ(ə)t,kind of measure
37756,shift2641, Polysemy,Maori,matikara,"finger, toe",→,Maori,matikara,handspan - traditional measurement from the thumb to the little finger of a spread hand
37757,shift2641, Polysemy,Romanian,deget,finger,→,Romanian,deget,"length unit, appr. = 25 mm"
37758,shift2641, Polysemy,Spanish,dedo,finger,→,Spanish,dedo,"ancient length unit, a little less than 1.8 cm"
37759,shift2641, Polysemy,Thai,níu (นิ้ว),finger,→,Thai,níu (นิ้ว),inch
37760,shift2641, Polysemy,Thai,ong-khǔ-lī,finger,→,Thai,ong-khǔ-lī,a length unit equal to the width of the middle finger joint of
37761,shift2641, Polysemy,Tofa,эргек,finger/toe,→,Tofa,эргек,finger width (unit of length)
37762,shift2641, Polysemy,Turkish,parmak,finger,→,Turkish,parmak,"an old Turkish length unit, ≈ 3 cm"
37774,shift2642, Polysemy,Khamnigan Mongol,хуруу,finger,→,Khamnigan Mongol,хуруу,spoke of the wheel
37775,shift2642, Polysemy,Turkish,parmak,finger,→,Turkish,parmak,spoke of wheel
37776,shift2642, Polysemy,Yakut,тарбах,finger,→,Yakut,тарбах,spoke of wheel
37780,shift2643, Polysemy,Croatian,kukavica,cuckoo,→,Croatian,kukavica,coward
37781,shift2643, Polysemy,Danish,kylling,chicken,→,Danish,kylling,coward
37782,shift2643, Polysemy,English,chiсken,chicken,→,English,chiсken,coward
37783,shift2643, Polysemy,Icelandic,bleyða,cat (female),—,Icelandic,bleyða,coward
37784,shift2643, Polysemy,Icelandic,geit,she goat,→,Icelandic,geit,coward
37785,shift2643, Polysemy,Italian,biacco,Italian dark green racer,→,Italian,biacco,coward
37786,shift2643, Derivation,Karakhanid Uighur,җапақ,"""разновидность мелкой рыбы, обитающей в озерах тюрок""",→,Karakhanid Uighur,җапақ ар,coward
37787,shift2643, Polysemy,Polish,tchórz,ferret,→,Polish,tchórz,coward
37788,shift2643, Polysemy,Serbian,кукавица (kukavica),cuckoo,→,Serbian,кукавица (kukavica),coward
37789,shift2643, Polysemy,Spanish,guabina,"guabina (river fish, edible)",→,Spanish,guabina,coward
37790,shift2643, Polysemy,Spanish,ratón,mouse (male),→,Spanish,ratón,coward thief (argot)
37791,shift2643, Polysemy,Spanish,chincho,horned owl,→,Spanish,chincho,coward
37792,shift2643, Polysemy,Spanish,mona,"monkey, ape (male)",→,Spanish,mona,coward
37793,shift2643, Polysemy,Spanish,aura,vulture,→,Spanish,aura,coward
37794,shift2643, Polysemy,Spanish,nigua,американская блошка,→,Spanish,nigua,coward
37795,shift2643, Polysemy,Spanish,bagre,catfish,→,Spanish,bagre,coward
37796,shift2643, Polysemy,Spanish,gallina,hen,→,Spanish,gallina,coward
37814,shift2644, Polysemy,Burmese,rwak (ရွက်),leaf,→,Burmese,rwak (ရွက်),blade
37815,shift2644, Polysemy,Icelandic,blað,leaf,→,Icelandic,blað,blade
37816,shift2644, Polysemy,Old English,blæd,leaf,→,Old English,blæd,blade
37817,shift2644, Polysemy,Spanish,hoja,plant leaf,→,Spanish,hoja,blade
37822,shift2645, Polysemy,Icelandic,rekja,to unwind,→,Icelandic,rekja,to follow
37824,shift2646, Polysemy,French,développer,"unroll, unwrap",—,French,développer,to develop
37825,shift2646, Polysemy,German,entwickeln,disentangle (obs.),—,German,entwickeln,to develop
37826,shift2646, Polysemy,Icelandic,rekja,to unwind,→,Icelandic,rekja,to develop
37827,shift2646, Polysemy,Italian,sviluppare,"disentangle, unwrap, to open",—,Italian,sviluppare,to develop
37828,shift2646, Semantic evolution,Latin,"evolvo, -ere",unwrap,→,Italian,evolvere,to develop
37829,shift2646, Polysemy,Malay,membabarkan,"to unfold, unroll",→,Malay,membabarkan,to spread
37830,shift2646, Polysemy,Russian,razvivat',to develop,→,Russian,razvivat',to develop
37831,shift2646, Polysemy,Spanish,desarrollar,"unroll, unwrap",—,Spanish,desarrollar,to develop
37840,shift2647, Polysemy,Ancient Greek,σκάφη,trough,→,Ancient Greek,σκάφη,boat
37841,shift2647, Polysemy,Ancient Hebrew,kəlī,vessel,—,Ancient Hebrew,kəlī,"ship, boat"
37842,shift2647, Polysemy,Bagvalal,hec'a,trough,—,Bagvalal,hec'a,boat
37843,shift2647, Cognates,Classical Arabic,ʔināʔ-,"a vessel, or receptacle, for water",→,Ancient Hebrew,ʔǒniyyā,ship
37844,shift2647, Polysemy,Finongan,maling,plate,—,Finongan,maling,boat
37845,shift2647, Polysemy,French,bac,"tank, cistern; container",→,French,bac,ferry
37846,shift2647, Semantic evolution,French,nacelle,"boat, yawl, canoe",←,Latin,navicella,small ship
37847,shift2647, Polysemy,Icelandic,trog,trough,→,Icelandic,trog,"big and heavy boat,"
37848,shift2647, Polysemy,Latin,alveus,trough,→,Latin,alveus,"boat, canoe"
37849,shift2647, Polysemy,Latin,linter,"tank, tub, trough, vat, washtub",—,Latin,linter,boat
37850,shift2647, Polysemy,Latin,vascellum,small vase or urn,—,Latin,vascellum,a ship
37851,shift2647, Polysemy,Romanian,vas,kitchenware,→,Romanian,vas,ship
37852,shift2647, Polysemy,Russian,sudno,"vessel, bowl (obs.)",→,Russian,sudno,vessel
37853,shift2647, Polysemy,Swahili,hori,tub (for weeding and giving water to cattle),—,Swahili,hori,"pirogue, canoe"
37854,shift2647, Polysemy,Turkish,tekne,trough,→,Turkish,tekne,boat (to go out in the sea)
37855,shift2647, Polysemy,Veps,ast́iɪ̯,vessel,—,Veps,ast́iɪ̯,"ship, vessel"
37872,shift2648, Polysemy,Icelandic,hismi,chaff,→,Icelandic,hismi,"trifle, useless thing"
37873,shift2648, Polysemy,Irish Gaelic,lóchán,chaff,→,Irish Gaelic,lóchán,"worthless matter, dross"
37874,shift2648, Polysemy,Italian,loppa,"chaff; husk, pod",—,Italian,loppa," stuff of little value, of no importance"
37875,shift2648, Polysemy,Mandarin Chinese,kāng (糠),"bran, chaff",→,Mandarin Chinese,kāng (糠),"unfit, worthless (about a thing)"
37876,shift2648, Polysemy,Romanian,pleavă,chaff,→,Romanian,pleavă,"something worthless, unimportant"
37882,shift2649, Polysemy,Ancient Greek,χαλκός,copper,→,Ancient Greek,χαλκός,(poetic) anything made of metal
37883,shift2649, Polysemy,Lao,tʰɔ̑ːŋ,copper,—,Lao,tʰɔ̑ːŋ,metal
37886,shift2650, Polysemy,Sanskrit,valbh,to enjoy,—,Sanskrit,valbh,to eat
37887,shift2650, Polysemy,Sanskrit,bhuj-,"to enjoy , use , possess; to enjoy (carnally)",→,Sanskrit,bhuj-,"to enjoy a meal , eat , eat and drink , consume"
37888,shift2650, Polysemy,Tongan,kai,to enjoy,←,Tongan,kai,to eat
37892,shift2651, Polysemy,Ancient Greek,peinao,to be hungry,→,Ancient Greek,peinao,"to desire, to long for"
37893,shift2651, Derivation,Gothic,grēdus,hunger,→,Gothic,gairnjan,desire
37894,shift2651, Derivation,Irish Gaelic,ocras,hunger,←,Irish Gaelic,caraim,"love, desire"
37895,shift2651, Polysemy,Latin,"esurio, -ire",to be hungry,→,Latin,"esurio, -ire","to want, desire, long for"
37896,shift2651, Semantic evolution,Old East Slavic,алкати,"to starve, to famish",→,Russian,alkat',to desire
37902,shift2652, Derivation,Old Irish,gorim,heat,→,Old Irish,gorte,hunger
37904,shift2653, Cognates,Lithuanian,kanka,pain,—,Gothic,hūhrus,hunger
37906,shift2654, Semantic evolution,Old English,steorfan,die,→,English,starve,to starve
37908,shift2655, Polysemy,Irish Gaelic,sciob,"to snatch (grasp, grab), snap up",→,Irish Gaelic,sciobtha,    quick (moving with speed)
37909,shift2655, Polysemy,Latin,"rapiō, rapere","to snatch, grab",→,Latin,rapidus,"rapid, quick, swift"
37912,shift2656, Derivation,Ancient Greek,ἀείρομαι,to be hanging,→,Ancient Greek,ἄορ,sword
37914,shift2657, Derivation,Ancient Greek,συγκόπτω,"to cut up, split",→,Ancient Greek,συγκοπή,"sudden loss of strength, syncope"
37915,shift2657, Derivation,Russian,рубить (rubit'),"to chop, to hew",→,Russian,отрубиться (otrubit'sja),to lose consciousness (vern.)
37918,shift2658, Derivation,Buriat,зада,"foul, bad weather",→,Buriat,тэнгэриин зада,mushrooms
37919,shift2658, Derivation,Evenki,тигдэ,rain,→,Evenki,тигдэ̄γин,mushroom
37920,shift2658, Polysemy,Russian,pogoda,"storm, stormy weather",→,Russian,pogoda,mushroom
37921,shift2658, Derivation,Yakut,ardax,bad weather,→,Yakut,ardax tälläi,orange milky cap (mushroom)
37926,shift2659, Derivation,Finnish,metsä,forest,→,Finnish,metsästää,to hunt
37927,shift2659, Polysemy,Khanty,χăr mănta,to go to the forest,—,Khanty,χăr mănta,to go hunting
37928,shift2659, Derivation,Komi,вöр,forest,→,Komi,вöравны,to hunt
37929,shift2659, Derivation,Mansi,вор,forest,→,Mansi,вораян,hunt
37930,shift2659, Derivation,Old Prussian,median,forest,→,Old Prussian,medione,to hunt
37931,shift2659, Derivation,Russian,urman,softwood forest,→,Russian,urmanničat',to hunt
37932,shift2659, Derivation,Russian,les,"wood, forest",→,Russian,lesovat',to hunt
37940,shift2660, Polysemy,Colorado (Tsafiki),pele-c̷i,"below, down",→,Colorado (Tsafiki),pele-c̷i,West
37941,shift2660, Polysemy,Endegany,"täʔaččä, täʔačče",down,→,Endegany,"täʔaččä, täʔačče",west
37942,shift2660, Derivation,Niuean,lalo,lower,→,Niuean,Fāhi lalo,west
37943,shift2660, Polysemy,Yuwaalaraay,ngadaa,down,→,Yuwaalaraay,ngadaa,West
37944,shift2660, Polysemy,Yuwaalayaay,ngadaa,down,→,Yuwaalayaay,ngadaa,West
37950,shift2661, Polysemy,Gamilaraay,ngarribaa,up,→,Gamilaraay,ngarribaa,East
37951,shift2661, Polysemy,Muher,nän,up,→,Muher,nän,east
37952,shift2661, Derivation,Niuean,uta,upper,→,Niuean,Fāhi uta,east
37953,shift2661, Polysemy,Yuwaalaraay,ngarribaa,up,→,Yuwaalaraay,ngarribaa,East
37954,shift2661, Polysemy,Yuwaalayaay,ngarribaa,up,→,Yuwaalayaay,ngarribaa,East
37960,shift2662, Polysemy,Batuley,lim,hand,—,Batuley,lim,five
37961,shift2662, Polysemy,Biwat (Mundugumor),kirik,hand,—,Biwat (Mundugumor),kirik,five
37962,shift2662, Internal cognates,Bonerate,lima,hand,—,Bonerate,ˈlima,five
37963,shift2662, Polysemy,Cia-Cia (Butonese),lima,hand,—,Cia-Cia (Butonese),lima,five
37964,shift2662, Polysemy,Ende (Flores island),ɹima,hand,—,Ende (Flores island),ɹima,five
37965,shift2662, Internal cognates,Ese Ejja,e-'me,hand,—,Ese Ejja,e'me,five
37966,shift2662, Polysemy,Guarani,po,hand,—,Guarani,po,five
37967,shift2662, Polysemy,Hawaiian,lima,hand,—,Hawaiian,lima,five
37968,shift2662, Derivation,Hup,d’apũ´h,hand,→,Hup,ʔayup d’apũ´h,five
37969,shift2662, Polysemy,Idate (Idalaka ),lima,hand,—,Idate (Idalaka ),lima,five
37970,shift2662, Polysemy,Kalao,"lima, ˈlima",hand,—,Kalao,"lima, ˈlima",five
37971,shift2662, Derivation,Kali'na (Carib),aina,hand,→,Kali'na (Carib),ainatonen,five
37972,shift2662, Polysemy,Kamaru,ˈlima,hand,—,Kamaru,ˈlima,five
37973,shift2662, Polysemy,Kambera,lima,hand,—,Kambera,lima,five
37974,shift2662, Polysemy,Komodo,lima,hand,—,Komodo,lima,five
37975,shift2662, Polysemy,Kumbewaha,lima,hand,—,Kumbewaha,lima,five
37976,shift2662, Derivation,Lakon (Lakona),lima-,hand,—,Lakon (Lakona),nivi-lem,five
37977,shift2662, Polysemy,Lamboya,lima,hand,—,Lamboya,lima,five
37978,shift2662, Polysemy,Malak-Malak,ngenyilk,"hand, fingers, whole finger",—,Malak-Malak,ngenyilk,five
37979,shift2662, Polysemy,Mota,limwa,hand,—,Mota,limwa,five
37980,shift2662, Polysemy,Muna,"lima, ˈlima",hand,—,Muna,"lima, ˈlima",five
37981,shift2662, Derivation,Munduruku,pōgbi,"arm, hand",→,Munduruku,pūg pōgbi,five (lit. one hand)
37982,shift2662, Polysemy,Ngadha,lima,hand,—,Ngadha,lima,five
37983,shift2662, Polysemy,Ngardi,raka,"hand, arm",—,Ngardi,raka,five
37984,shift2662, Polysemy,Niuean,lima,"arm, hand",←,Niuean,lima,five
37985,shift2662, Polysemy,Old Tupian,po,"arm, hand",→,Old Tupian,po,five
37986,shift2662, Polysemy,Palu'e,lima,hand,—,Palu'e,lima,five
37987,shift2662, Polysemy,Pancana,"lima, ˈlima",hand,—,Pancana,"lima, ˈlima",five
37988,shift2662, Polysemy,Rapanui,rima,hand/arm,—,Rapanui,rima,five
37989,shift2662, Polysemy,Rongga,lima,hand,—,Rongga,lima,five
37990,shift2662, Derivation,Russian,pjaternja,"hand, five",←,Russian,pjat',five
37991,shift2662, Polysemy,Samoan,lima,hand,—,Samoan,lima,five
37992,shift2662, Polysemy,Sika,lima,hand,—,Sika,lima,five
37993,shift2662, Polysemy,Tongan,nima,hand,—,Tongan,nima,five
37994,shift2662, Polysemy,Tukang Besi,"lima, ˈlima",hand,—,Tukang Besi,"lima, ˈlima",five
37995,shift2662, Polysemy,Uuseri (Kiseri),kuoko,hand,—,Uuseri (Kiseri),kuoko,five
37996,shift2662, Polysemy,Wolio,"lima, ˈlima",hand,—,Wolio,"lima, ˈlima",five
37997,shift2662, Polysemy,Yuwaalaraay,maa,hand,—,Yuwaalaraay,maa,five
37998,shift2662, Polysemy,Yuwaalayaay,maa,hand,—,Yuwaalayaay,maa,five
38038,shift2663, Polysemy,Farsi,"šuğr, šuğur (شغر‎)",hedgehog (Еrinaceus),—,Farsi,"šuğr, šuğur (شغر‎)",badger (Meles)
38039,shift2663, Cognates,Polish,jež,hedgehog,—,Kashub,jus,badger
38040,shift2663, Internal cognates,Russian,jazvik,hedgehog,—,Russian,ezbik,badger
38044,shift2664, Derivation,Afrikaans,vark,pig (Sus scrofa),—,Afrikaans,krimpvark,hedgehog (Еrinaceus)
38045,shift2664, Derivation,Ancient Greek,χοῖρος,"pig, especially a young one",→,Ancient Greek,ἀκανθόχοιρος,hedgehog
38046,shift2664, Derivation,Danish,svin,pig (Sus scrofa),—,Danish,pindsvin,hedgehog
38047,shift2664, Derivation,English,hog,hog,→,English,hegdehog,hedgehog
38048,shift2664, Derivation,English,pig,pig (Sus scrofa),→,English,furze-pig,(West Country) hedgehog
38049,shift2664, Derivation,Faroese,svín,hog,→,Faroese,tindasvín,hedgehog (Еrinaceus)
38050,shift2664, Derivation,Hungarian,disznó ,pig (Sus scrofa),→,Hungarian,sündisznó,hedgehog (Еrinaceus)
38051,shift2664, Derivation,Icelandic,göltur,pig (Sus scrofa),→,Icelandic,broddgöltur,hedgehog (Еrinaceus)
38052,shift2664, Derivation,Italian,porco,pig (Sus scrofa),—,Italian,porcospino,(popular) hedgehog
38053,shift2664, Derivation,Low German,Schwien,pig (Sus scrofa),→,Low German,Schwienhunt,hedgehog (Еrinaceus)
